_id,Ven_Machine,Credit,Unit,Secure_Credit,Report
660515a0f932832204669074,ven338阿里雲中國站備用金【对账群-西瓜】,5000.00,RMB,2000,Not Yet
660515a0f932832204669075,ven407阿里中國站備用金【充值群-海爾雲端科技公司 Hanson】,1550.00,RMB,1000,Not Yet
660515a0f932832204669076,ven387阿里中國站備用金【充值群-海爾雲端科技公司 Hanson】,2550.93,RMB,2000,Not Yet
660515a0f932832204669077,ven387 纯真社区版IP库离线下载套餐,100000000,次,10000000,Not Yet
660515a0f932832204669078,ven122阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f932832204669079,ven125阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1770.88,USD,500,Not Yet
660515a0f93283220466907a,ven126阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,71829.15,USD,20000,Not Yet
660515a0f93283220466907b,ven127阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,999.98,USD,800,Not Yet
660515a0f93283220466907c,ven128阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,2677.09,USD,600,Not Yet
660515a0f93283220466907d,ven137阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,963.65,USD,800,Not Yet
660515a0f93283220466907e,ven150阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1228.97,USD,500,Not Yet
660515a0f93283220466907f,ven211阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f932832204669080,ven219阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1500.00,USD,800,Not Yet
660515a0f932832204669081,ven231阿里雲國際站備用金【充值群-HiCloud】,9000.00,USD,300,Not Yet
660515a0f932832204669082,ven244阿里雲國際站備用金【充值群-HiCloud】,9000.00,USD,300,Not Yet
660515a0f932832204669083,ven265阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,10998.15,USD,3000,Not Yet
660515a0f932832204669084,ven290阿里雲國際站備用金【充值群-HiCloud】,1719.51,USD,1500,Not Yet
660515a0f932832204669085,ven293阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,4979.69,USD,2000,Not Yet
660515a0f932832204669086,ven294阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,3500.00,USD,2000,Not Yet
660515a0f932832204669087,ven312阿里國際備用金【充值群-海爾雲端科技公司 Hanson】,50000.00,USD,5000,Not Yet
660515a0f932832204669088,ven313阿里國際備用金【充值群-海爾雲端科技公司 Hanson】,49828.73,USD,5000,Not Yet
660515a0f932832204669089,ven323阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,4912.59,USD,1000,Not Yet
660515a0f93283220466908a,ven324阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,4307.40,USD,800,Not Yet
660515a0f93283220466908c,ven331阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,2971.19,USD,1000,Not Yet
660515a0f93283220466908d,ven346阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,2084.00,USD,800,Not Yet
660515a0f93283220466908e,ven356阿里國際備用金【充值群-海爾雲端科技公司 Hanson】,28191.30,USD,1000,Not Yet
660515a0f93283220466908f,ven365阿里雲國際站備用金【A98-富鼎 帳號狀況溝通】,2206.49,USD,2000,Not Yet
660515a0f932832204669090,ven395阿里雲國際站備用金【A98-富鼎 帳號狀況溝通】,5000.00,USD,1200,Not Yet
660515a0f932832204669091,ven396阿里雲國際站備用金【A98-富鼎 帳號狀況溝通】,5000.00,USD,500,Not Yet
660515a0f932832204669092,ven413阿里雲中國站備用金【A98-富鼎 帳號狀況溝通】,1461.46,USD,1000,Not Yet
660515a0f932832204669093,ven416阿里國際備用金【充值群-海爾雲端科技公司 Hanson】,9814.03,USD,2000,Not Yet
660515a0f932832204669094,ven419阿里國際備用金【充值群-海爾雲端科技公司 Hanson】,28891.87,USD,2000,Not Yet
660515a0f932832204669095,ven429阿里雲國際站備用金【DK0348_Dos3 阿里雲充值群 - D1】,968.49,USD,800,Not Yet
660515a0f932832204669096,ven430阿里雲國際站備用金【DK0348_Dos3 阿里雲充值群 - D1】,7910.68,USD,3000,Not Yet
661f14a2efb5a0356242e2f5,ven438阿里雲國際站備用金【DK0348_Dos3 阿里雲充值群 - D1】,2000.00,USD,1500,Not Yet
660515a0f932832204669097,ven134阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,6040.29,USD,2000,Not Yet
660515a0f932832204669098,ven135阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,15999.99,USD,10000,Not Yet
660515a0f932832204669099,ven136阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,82854.33,USD,35000,Not Yet
660515a0f93283220466909a,ven138阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f93283220466909b,ven139阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f93283220466909c,ven141阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f93283220466909d,ven142阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1500.00,USD,800,Not Yet
660515a0f93283220466909e,ven147阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f93283220466909f,ven148阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,882.53,USD,800,Not Yet
660515a0f9328322046690a0,ven149阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f9328322046690a1,ven152阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f9328322046690a2,ven154阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,7459.57,USD,3500,Not Yet
660515a0f9328322046690a3,ven155阿里雲國際站備用金【充值群-Olivia_Sherry 阿里雲】,1000.00,USD,800,Not Yet
660515a0f9328322046690a5,ven29騰訊云備用金,4799.74,RMB,1500,Not Yet
660515a0f9328322046690a6,ven178騰訊云備用金,2361.25,RMB,2000,Not Yet
660515a0f9328322046690a7,ven181騰訊云備用金,2988.96,RMB,2000,Not Yet
660515a0f9328322046690a8,ven182騰訊云備用金【对账群-西瓜】,593.94,RMB,500,Not Yet
660515a0f9328322046690a9,ven184騰訊云備用金【对账群-西瓜】,10335.53,RMB,10000,Not Yet
660515a0f9328322046690aa,ven186騰訊云備用金【对账群-西瓜】,9052.00,RMB,5000,Not Yet
660515a0f9328322046690ab,ven314 騰訊雲國際站備用金【充值群-HiCloud】,1882.31,USD,1500,Not Yet
660515a0f9328322046690ac,ven315 騰訊雲國際站備用金【充值群-HiCloud】,2000.00,USD,1500,Not Yet
660515a0f9328322046690ad,ven367騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,2000.00,USD,1500,Not Yet
660515a0f9328322046690ae,ven408騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,4904.89,USD,2000,Not Yet
660515a0f9328322046690af,ven414騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,4992.05,USD,2000,Not Yet
660515a0f9328322046690b0,ven415騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,4886.63,USD,1000,Not Yet
660515a0f9328322046690b1,ven418騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,2000.00,USD,1000,Not Yet
661f14a2efb5a0356242e2f6,ven428騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,1868.65,RMB,1000,Reported
666045718a68c0fa313f19a4,ven439騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,1999.93,RMB,500,Not Yet
660515a0f9328322046690b2,ven327騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,780.40,USD,500,Not Yet
660515a0f9328322046690b3,ven328騰訊云國際站備用金【充值群-海爾雲端科技公司 Hanson】,796.29,USD,500,Not Yet
660515a0f9328322046690b4,ven322騰訊云備用金,5000.93,USD,3000,Not Yet
660515a0f9328322046690b5,ven366 騰訊雲備用金【充值群-Dora UCloud 騰訊雲】,999.79,USD,800,Not Yet
660515a0f9328322046690b6,ven236華為雲帳戶備用金【充值群-創利Karyn 華為雲】,3471.92,USD,1500,Not Yet
660515a0f9328322046690b7,ven237華為雲帳戶備用金【充值群-創利Karyn 華為雲】,6352.84,USD,2000,Not Yet
660515a0f9328322046690b8,ven239華為雲帳戶備用金【充值群-創利Karyn 華為雲】,6499.99,USD,2000,Not Yet
660515a0f9328322046690b9,ven267華為雲帳戶備用金【充值群-創利Karyn 華為雲】,9973.91,USD,1000,Not Yet
660515a0f9328322046690ba,ven268華為雲帳戶備用金【充值群-創利Karyn 華為雲】,5000.00,USD,1000,Not Yet
660515a0f9328322046690bb,ven273華為雲帳戶備用金【充值群-創利Karyn 華為雲】,3499.70,USD,1500,Not Yet
660515a0f9328322046690bc,ven385華為雲帳戶備用金【充值群-創利Karyn 華為雲】,4947.71,USD,2000,Not Yet
660515a0f9328322046690bd,ven399華為雲帳戶備用金【充值群-創利Karyn 華為雲】,3497.32,USD,2000,Not Yet
660515a0f9328322046690be,ven400華為雲帳戶備用金【充值群-創利Karyn 華為雲】,14000.00,USD,5000,Not Yet
660515a0f9328322046690bf,ven405華為雲帳戶備用金【充值群-創利Karyn 華為雲】,1510.05,USD,600,Not Yet
660515a0f9328322046690c0,ven410華為雲帳戶備用金【充值群-創利Karyn 華為雲】,4275.64,USD,2000,Not Yet
661728143db8585a9ee41be9,ven411華為雲帳戶備用金【充值群-創利Karyn 華為雲】,1975.51,USD,800,Not Yet
660515a0f9328322046690c1,ven303華為雲帳戶備用金【充值群-海爾雲端科技公司 Hanson】,19989.72,USD,5000,Not Yet
660515a0f9328322046690c2,ven307華為雲備用金【充值群-海爾雲端科技公司 Hanson】,20000.00,USD,5000,Not Yet
660515a0f9328322046690c3,ven342華為雲帳戶備用金【充值群-海爾雲端科技公司 Hanson】,9999.92,USD,2000,Not Yet
660515a0f9328322046690c4,ven345華為雲帳戶備用金【充值群-海爾雲端科技公司 Hanson】,9999.99,USD,3000,Not Yet
660515a0f9328322046690c5,ven420 華為雲國際站備用金【DK0348_Dos3 華為雲充值群 - D1】,2449.12,USD,1000,Not Yet
660515a0f9328322046690c6,ven425 華為雲國際站備用金【DK0348_Dos3 華為雲充值群 - D1】,1498.62,USD,1000,Not Yet
660515a0f9328322046690c8,ven281 UCLOUD備用金【充值群-Dora UCloud 百度雲】,6584.04,USD,3000,Not Yet
660515a0f9328322046690c9,ven283 UCLOUD備用金【充值群-Dora UCloud 百度雲】,81.16,USD,0.1,Not Yet
660515a0f9328322046690ca,ven284 UCLOUD備用金【充值群-Dora UCloud 百度雲】,218.68,USD,0.1,Not Yet
660515a0f9328322046690cb,Gname ven332備用金,376.80,USD,300,Not Yet
660515a0f9328322046690cc,Gname ven417備用金,300.00,USD,300,Not Yet
661f5ea99f4450b851d255d0,ven336 聚名網帳戶備用金,6775,RMB,5000,Not Yet
661f5ea99f4450b851d255d1,ven353 聚名網帳戶備用金,7085,RMB,5000,Not Yet
6639017a8a475f0ccf08ad13,ven326 sms-man 備用金,9.09 ,USD,5,Not Yet
663901e48a475f0ccf08ad14,ven196 7211.com 帳戶備用金,3709.43,RMB,2000,Not Yet
6643a21a3953c8f355c0a007,ven295 騰訊雲國際站備用金【充值群-HiCloud】,1300.69,USD,1000,Not Yet
